# x y adNum
0.16711 0.0596438 7
-0.260709 -0.0181784 6
-0.0902141 0.252849 6

0.16711 0.0596438 7
-5.84036e-05 -0.228483 6
-0.260709 -0.0181784 6

0.16711 0.0596438 7
0.235377 0.415657 6
0.502474 0.240524 6

0.454361 -0.0873035 6
0.79997 0.0512272 6
0.825781 -0.261043 6

-0.372101 -0.343467 6
-5.84036e-05 -0.228483 6
-0.144317 -0.556071 5

0.16711 0.0596438 7
0.454361 -0.0873035 6
0.323657 -0.351719 6

0.16711 0.0596438 7
-0.0902141 0.252849 6
0.235377 0.415657 6

-0.0902141 0.252849 6
-0.536654 0.163652 6
-0.366974 0.439378 6

-0.372101 -0.343467 6
-0.472291 -0.678212 6
-0.762608 -0.470605 6

-5.84036e-05 -0.228483 6
0.16711 0.0596438 7
0.323657 -0.351719 6

-0.536654 0.163652 6
-0.260709 -0.0181784 6
-0.627265 -0.175403 6

-0.260709 -0.0181784 6
-5.84036e-05 -0.228483 6
-0.372101 -0.343467 6

0.323657 -0.351719 6
0.616329 -0.490445 6
0.447722 -0.773641 6

0.454361 -0.0873035 6
0.16711 0.0596438 7
0.502474 0.240524 6

0.502474 0.240524 6
0.546478 0.620862 6
0.791899 0.394551 6

-0.0902141 0.252849 6
-0.260709 -0.0181784 6
-0.536654 0.163652 6

0.235377 0.415657 6
-0.068321 0.596989 6
0.233016 0.761413 6

-0.0902141 0.252849 6
-0.366974 0.439378 6
-0.068321 0.596989 6

-0.627265 -0.175403 6
-0.762608 -0.470605 6
-1.05778 -0.261911 7

-0.144317 -0.556071 5
-5.84036e-05 -0.228483 6
0.151933 -0.611125 6

0.235377 0.415657 6
-0.0902141 0.252849 6
-0.068321 0.596989 6

-0.364733 0.82021 6
-0.366974 0.439378 6
-0.635337 0.639647 5

-0.472291 -0.678212 6
-0.144317 -0.556071 5
-0.136144 -0.880039 6

-5.84036e-05 -0.228483 6
0.323657 -0.351719 6
0.151933 -0.611125 6

-0.536654 0.163652 6
-0.627265 -0.175403 6
-0.878407 0.00248001 5

-0.260709 -0.0181784 6
-0.372101 -0.343467 6
-0.627265 -0.175403 6

0.151933 -0.611125 6
0.447722 -0.773641 6
0.186742 -0.983334 6

0.323657 -0.351719 6
0.454361 -0.0873035 6
0.616329 -0.490445 6

0.235377 0.415657 6
0.233016 0.761413 6
0.546478 0.620862 6

-0.068321 0.596989 6
-0.364733 0.82021 6
-0.0832149 0.94431 6

0.616329 -0.490445 6
0.944464 -0.603881 6
0.756801 -0.867209 6

0.454361 -0.0873035 6
0.502474 0.240524 6
0.79997 0.0512272 6

-0.068321 0.596989 6
-0.366974 0.439378 6
-0.364733 0.82021 6

-0.372101 -0.343467 6
-0.144317 -0.556071 5
-0.472291 -0.678212 6

1.13125 -0.118324 6
0.79997 0.0512272 6
1.12001 0.216157 6

0.502474 0.240524 6
0.235377 0.415657 6
0.546478 0.620862 6

-0.762608 -0.470605 6
-0.754844 -0.83743 6
-1.04053 -0.644581 6

0.616329 -0.490445 6
0.454361 -0.0873035 6
0.825781 -0.261043 6

-0.437941 -1.02262 6
-0.136144 -0.880039 6
-0.0990573 -1.20471 6

-0.536654 0.163652 6
