# x y shiftx shifty (regularE-shiftedE)/(shiftlength)
-3.78006 -3.23023 0.132619 0.0769766 -0.0318839
-3.78006 -3.23023 -0.130565 0.0754927 0.128682
-3.78006 -3.23023 -2.85125e-05 0.151822 0.0963533
-3.78006 -3.23023 0.00387741 -0.152593 0.0643387
-3.78006 -3.23023 0.132736 -0.0749165 -0.00299381
-3.78006 -3.23023 -0.128615 -0.0775995 0.0933384
-3.78013 -2.88104 0.131575 0.0759372 0.0581024
-3.78013 -2.88104 -0.12672 0.0782729 0.194041
-3.78013 -2.88104 0.00579665 0.154108 0.0673571
-3.78013 -2.88104 2.85125e-05 -0.151822 0.152479
-3.78013 -2.88104 0.132647 -0.0748452 0.0879689
-3.78013 -2.88104 -0.130536 -0.0763291 0.173553
-3.77991 0.262055 0.00424475 0.149877 0.0585815
-3.77991 0.262055 0.138264 -0.0728988 -0.0301494
-3.77991 0.262055 0.136155 0.0745036 0.0169145
-3.77991 0.262055 -0.128385 -0.0765438 0.157673
-3.77991 0.262055 0.00681371 -0.149318 -0.00675105
-3.77991 0.262055 -0.131537 0.0759175 0.184279
-3.4775 -2.70638 0.137048 0.074712 -0.0592816
-3.4775 -2.70638 -0.125778 0.0781711 0.181815
-3.4775 -2.70638 0.00950074 0.151959 0.0286661
-3.4775 -2.70638 0.00107222 -0.150782 0.0331949
-3.4775 -2.70638 0.132978 -0.0749584 -0.0145041
-3.4775 -2.70638 -0.131575 -0.0759372 0.189566
-3.47722 -1.30984 0.00588623 0.149489 0.128812
-3.47722 -1.30984 0.138153 -0.0741928 -0.140785
-3.47722 -1.30984 0.137345 0.0738941 -0.0716261
-3.47722 -1.30984 -0.124829 -0.081925 0.174961
-3.47722 -1.30984 -0.127519 0.0742573 0.251599
-3.47722 -1.30984 0.0109622 -0.152277 -0.0945667
-3.17526 -3.23009 0.131473 0.0758848 -0.056359
-3.17526 -3.23009 -0.130339 0.0769185 0.0858671
-3.17526 -3.23009 0.00422289 -0.149824 0.100946
-3.17526 -3.23009 0.00156716 0.152743 -0.0345315
-3.17526 -3.23009 0.135959 -0.073817 0.0289233
-3.17526 -3.23009 -0.130221 -0.0749746 0.123744
-3.17488 -0.785852 -7.36366e-08 0.151904 0.043046
-3.17488 -0.785852 0.134761 -0.0756366 -0.174546
-3.17488 -0.785852 0.133343 0.0741597 -0.053578
-3.17488 -0.785852 -0.125566 -0.0783308 0.142359
-3.17488 -0.785852 0.00589205 -0.153926 0.00453946
-3.17488 -0.785852 -0.128865 0.0767404 0.177432
-3.17488 -0.436472 0.00842267 0.152144 0.113531
-3.17488 -0.436472 0.133343 -0.0777446 0.00119438
-3.17488 -0.436472 0.136418 0.0718485 0.00666156
-3.17488 -0.436472 -0.128865 -0.075164 0.193013
-3.17488 -0.436472 -0.1253 0.0802288 0.241902
-3.17488 -0.436472 7.36366e-08 -0.151904 0.149447
-3.17507 0.960282 0.133264 -0.0769085 -0.0946958
-3.17507 0.960282 0.0074282 0.153342 0.013933
-3.17507 0.960282 0.133873 0.0751087 -0.081778
-3.17507 0.960282 -0.12718 -0.0782441 0.0796229
-3.17507 0.960282 -0.125779 0.0778954 0.0762542
-3.17507 0.960282 0.00524136 -0.153374 -0.0115911
-2.87287 -3.05556 -0.129906 0.0768578 0.11432
-2.87287 -3.05556 0.134218 0.0753009 0.0522851
-2.87287 -3.05556 0.00458479 0.151207 0.0777812
-2.87287 -3.05556 0.00448625 -0.149702 0.0799835
-2.87287 -3.05556 -0.131473 -0.0758848 0.0960982
-2.87287 -3.05556 0.134774 -0.0752946 0.0566015
-2.57032 0.960283 0.132982 -0.0754761 -0.0883814
-2.57032 0.960283 0.00595854 0.150433 0.0471875
-2.57032 0.960283 -0.129672 -0.076909 0.0459025
-2.57032 0.960283 0.136162 0.0738662 -0.0527274
-2.57032 0.960283 0.00396621 -0.152334 -0.00977517
-2.57032 0.960283 -0.129062 0.0751082 0.0532218
-2.57006 3.0558 0.135341 0.076701 -0.056964
-2.57006 3.0558 0.00957595 -0.150271 0.167642
-2.57006 3.0558 0.138043 -0.0713639 -0.0315567
-2.57006 3.0558 -0.127191 0.0790832 0.166152
-2.57006 3.0558 0.0057015 0.152625 0.000433878
-2.57006 3.0558 -0.126362 -0.0761419 0.220326
-1.96531 -2.88099 -0.128087 0.0765888 0.110376
-1.96531 -2.88099 0.136364 0.0744242 -0.030307
-1.96531 -2.88099 0.00710176 0.15097 -0.0279793
-1.96531 -2.88099 0.135769 -0.0740094 -0.0642369
-1.96531 -2.88099 0.00566275 -0.150731 0.034881
-1.96531 -2.88099 -0.128928 -0.0766331 0.0594111
-1.96542 0.611083 0.13443 -0.0752843 -0.0212186
-1.96542 0.611083 0.00503097 0.150328 0.0989594
-1.96542 0.611083 0.135336 0.0742363 -0.00953765
-1.96542 0.611083 -0.127938 -0.0775594 0.0629405
-1.96542 0.611083 0.00437826 -0.152242 0.0187578
-1.96542 0.611083 -0.130017 0.0763502 0.125551
