56.9458 56.9458 56.9462 56.9462 56.9458 56.9458       0       0
56.9458 56.9458 56.9462 56.9462 56.9458 56.9458       0       0
56.9458 56.9462 56.9458 56.9458 56.9462 56.9458       0       0
56.9458 56.9458 56.9462 56.9462 56.9458 56.9458       0       0
56.9462 56.9458 56.9458 56.9458 56.9458 56.9462       0       0
56.9458 56.9458 56.9462 56.9462 56.9458 56.9458       0       0
56.9462 56.9458 56.9458 56.9458 56.9458 56.9462       0       0
56.9458 56.9462 56.9458 56.9458 56.9458 56.9462       0       0
56.9458 56.9462 56.9458 56.9458 56.9462 56.9458       0       0
56.9458 56.9458 56.9462 56.9462 56.9458 56.9458       0       0
56.9458 56.9462 56.9458 56.9458 56.9462 56.9458       0       0
56.9458 56.9462 56.9458 56.9458 56.9458 56.9462       0       0
56.9458 56.9458 56.9462 56.9458 56.9462 56.9458       0       0
56.9458 56.9462 56.9458 56.9458 56.9462 56.9458       0       0
56.9458 56.9462 56.9458 56.9458 56.9462 56.9458       0       0
56.9462 56.9458 56.9458 56.9458 56.9458 56.9462       0       0
56.9462 56.9458 56.9458 56.9458 56.9458 56.9462       0       0
56.9462 56.9458 56.9458 56.9458 56.9458 56.9462       0       0
56.9462 56.9458 56.9458 56.9458 56.9458 56.9462       0       0
56.9458 56.9462 56.9462 56.9458 56.9458 56.9458       0       0
56.9458 56.9462 56.9462 56.9458 56.9458 56.9458       0       0
56.9458 56.9458 56.9458 56.9462 56.9458 56.9462       0       0
56.9458 56.9458 56.9462 56.9462 56.9458 56.9458       0       0
56.9458 56.9458 56.9462 56.9462 56.9458 56.9458       0       0
56.9458 56.9458 56.9462 56.9462 56.9458 56.9458       0       0
56.9458 56.9462 56.9458 56.9458 56.9462 56.9458       0       0
56.9462 56.9458 56.9458 56.9458 56.9462 56.9458       0       0
56.9458 56.9462 56.9458 56.9458 56.9462 56.9458       0       0
56.9462 56.9458 56.9458 56.9458 56.9458 56.9462       0       0
56.9458 56.9462 56.9462 56.9458 56.9458 56.9458       0       0
56.9458 56.9462 56.9458 56.9458 56.9462 56.9458       0       0
56.9458 56.9458 56.9458 56.9462 56.9462 56.9458       0       0
56.9458 56.9458 56.9462 56.9462 56.9458 56.9458       0       0
56.9458 56.9458 56.9458 56.9462 56.9462 56.9458       0       0
56.9462 56.9458 56.9458 56.9458 56.9458 56.9462       0       0
56.9458 56.9458 56.9458 56.9462 56.9462 56.9458       0       0
56.9458 56.9458 56.9458 56.9462 56.9462 56.9458       0       0
56.9458 56.9462 56.9458 56.9458 56.9462 56.9458       0       0
56.9458 56.9462 56.9458 56.9458 56.9462 56.9458       0       0
56.9458 56.9462 56.9458 56.9458 56.9462 56.9458       0       0
56.9462 56.9458 56.9458 56.9458 56.9458 56.9462       0       0
56.9458 56.9458 56.9462 56.9462 56.9458 56.9458       0       0
56.9458 56.9458 56.9462 56.9462 56.9458 56.9458       0       0
56.9458 56.9458 56.9462 56.9462 56.9458 56.9458       0       0
56.9458 56.9462 56.9462 56.9458 56.9458 56.9458       0       0
56.9462 56.9458 56.9458 56.9458 56.9458 56.9462       0       0
56.9462 56.9458 56.9458 56.9458 56.9458 56.9462       0       0
56.9462 56.9458 56.9458 56.9458 56.9458 56.9462       0       0
56.9462 56.9458 56.9458 56.9458 56.9458 56.9462       0       0
56.9462 56.9458 56.9458 56.9458 56.9458 56.9462       0       0
56.9458 56.9462 56.9458 56.9458 56.9462 56.9458       0       0
56.9462 56.9458 56.9458 56.9458 56.9462 56.9458       0       0
56.9462 56.9458 56.9458 56.9458 56.9462 56.9458       0       0
56.9458 56.9462 56.9458 56.9458 56.9462 56.9458       0       0
56.9458 56.9458 56.9458 56.9462 56.9462 56.9458       0       0
