# x y xvec_nb yvec_nb regE(nb)-regE(xy)
-3.77964 -3.23023 0.127565 0.0749219 -0.11688
-3.77964 -3.23023 -0.114765 0.0659781 0.114884
-3.77964 -3.23023 0 0.139686 0.0362653
-3.77964 -3.23023 0.12972 -0.0658997 -0.0179808
-3.77964 -3.23023 0.0273351 -0.144815 -0.000293385
-3.77964 -3.23023 -0.100822 -0.081635 0.0800386
-3.77964 -2.88102 0.120971 0.0698428 -0.140741
-3.77964 -2.88102 -0.0953851 0.0826656 0.0547999
-3.77964 -2.88102 0 -0.139686 -0.0362653
-3.77964 -2.88102 0.0328536 0.15252 0.0307896
-3.77964 -2.88102 0.127565 -0.0647637 -0.156273
-3.77964 -2.88102 -0.114765 -0.0737076 0.0743607
-3.77964 0.261911 0.17806 -0.0525565 0.0168083
-3.77964 0.261911 0.0261684 0.128315 -0.128572
-3.77964 0.261911 0.144492 0.0620676 -0.0872665
-3.77964 0.261911 -0.098469 -0.0768146 0.120638
-3.77964 0.261911 0.0512169 -0.114135 0.0258657
-3.77964 0.261911 -0.120971 0.0698428 0.0210169
-3.47721 -2.70641 0.165069 0.0598566 -0.0359449
-3.47721 -2.70641 -0.0881177 0.0826774 0.202458
-3.47721 -2.70641 0.00659369 -0.134607 -0.0200151
-3.47721 -2.70641 0.0630684 0.12972 -0.0139376
-3.47721 -2.70641 0.128303 -0.0651097 -0.119815
-3.47721 -2.70641 -0.120971 -0.0698428 0.140741
-3.47721 -1.30955 0.0567753 0.106138 0.0802629
-3.47721 -1.30955 0.169734 -0.062312 -0.213003
-3.47721 -1.30955 0.174178 0.0618357 -0.118094
-3.47721 -1.30955 -0.0990605 0.0670965 0.30276
-3.47721 -1.30955 -0.0760308 -0.107683 -0.0600701
-3.47721 -1.30955 0.0667713 -0.129114 -0.244931
-3.17478 -3.23023 0.120971 0.0698428 -0.127238
-3.17478 -3.23023 -0.114378 0.0749219 -0.0881204
-3.17478 -3.23023 0.0303915 -0.126768 0.0548859
-3.17478 -3.23023 0.00733165 0.144419 -0.183882
-3.17478 -3.23023 0.14876 -0.0540125 0.0340269
-3.17478 -3.23023 -0.112223 -0.0658997 0.0201792
-3.17478 -0.785732 0 0.139686 0.0801181
-3.17478 -0.785732 0.151688 -0.0638462 -0.214919
-3.17478 -0.785732 -0.105655 0.0706403 0.417145
-3.17478 -0.785732 0.130754 0.0627704 -0.29761
-3.17478 -0.785732 -0.064196 -0.103391 0.136392
-3.17478 -0.785732 0.0532063 -0.147693 -0.094846
-3.17478 -0.436518 0.0609398 0.131496 -0.0611189
-3.17478 -0.436518 0.130754 -0.0769153 -0.358321
-3.17478 -0.436518 0.158518 0.0460421 -0.19569
-3.17478 -0.436518 -0.105655 -0.0690453 0.331383
-3.17478 -0.436518 0 -0.139686 -0.0801181
-3.17478 -0.436518 -0.073048 0.0993396 0.227404
-3.17478 0.960339 0.131536 -0.0744095 -0.0455776
-3.17478 0.960339 0.134744 0.0650936 0.0313982
-3.17478 0.960339 0.0448553 0.148225 0.0574624
-3.17478 0.960339 -0.091705 -0.0850516 0.0996968
-3.17478 0.960339 0.0303455 -0.151351 -0.0404013
-3.17478 0.960339 -0.0849876 0.0876823 0.137226
-2.87235 -3.05562 -0.11364 0.074576 -0.0648662
-2.87235 -3.05562 0.141382 0.0645705 0.0434466
-2.87235 -3.05562 0.0277884 -0.123855 0.182444
-2.87235 -3.05562 0.0338994 0.1322 0.0397057
-2.87235 -3.05562 0.144005 -0.0692142 0.0701917
-2.87235 -3.05562 -0.120971 -0.0698428 0.127238
-2.56992 0.960339 0.043215 0.125218 -0.0390443
-2.56992 0.960339 0.131967 -0.0623835 0.0125217
-2.56992 0.960339 0.0269742 -0.138435 -0.0209602
