# x y xvec_nb yvec_nb regE(nb)-regE(xy)
-3.77964 -3.23023 0.120971 0.0698428 3.78809e-08
-3.77964 -3.23023 -0.120971 0.0698428 3.88076e-08
-3.77964 -3.23023 0 0.139686 6.80084e-08
-3.77964 -3.23023 0 -0.139686 -2.78639e-08
-3.77964 -3.23023 0.120971 -0.0698428 -2.80596e-08
-3.77964 -3.23023 -0.120971 -0.0698428 -2.71328e-08
-3.77964 -2.88102 0.120971 0.0698428 2.72726e-08
-3.77964 -2.88102 -0.120971 0.0698428 2.81993e-08
-3.77964 -2.88102 0 0.139686 5.18957e-08
-3.77964 -2.88102 0 -0.139686 -6.80084e-08
-3.77964 -2.88102 0.120971 -0.0698428 -3.01276e-08
-3.77964 -2.88102 -0.120971 -0.0698428 -2.92009e-08
-3.77964 0.261911 0.120971 -0.0698428 2.76666e-08
-3.77964 0.261911 0 0.139686 -6.80095e-08
-3.77964 0.261911 -0.120971 -0.0698428 2.85932e-08
-3.77964 0.261911 0.120971 0.0698428 -3.82739e-08
-3.77964 0.261911 1.77636e-16 -0.139686 2.78626e-08
-3.77964 0.261911 -0.120971 0.0698428 -3.73469e-08
-3.47721 -2.70641 0.120971 0.0698428 4.63754e-08
-3.47721 -2.70641 -0.120971 0.0698428 2.46231e-08
-3.47721 -2.70641 0 0.139686 4.67652e-08
-3.47721 -2.70641 0 -0.139686 -5.74001e-08
-3.47721 -2.70641 0.120971 -0.0698428 -5.52032e-09
-3.47721 -2.70641 -0.120971 -0.0698428 -2.72726e-08
-3.47721 -1.30955 -1.77636e-16 0.139686 4.29457e-08
-3.47721 -1.30955 0.120971 -0.0698428 2.44399e-09
-3.47721 -1.30955 0.120971 0.0698428 4.2556e-08
-3.47721 -1.30955 -0.120971 -0.0698428 -1.93082e-08
-3.47721 -1.30955 -0.120971 0.0698428 2.08038e-08
-3.47721 -1.30955 0 -0.139686 -3.82219e-08
-3.17478 -3.23023 0.120971 0.0698428 4.06924e-08
-3.17478 -3.23023 -0.120971 0.0698428 1.61289e-08
-3.17478 -3.23023 0 0.139686 6.80087e-08
-3.17478 -3.23023 0 -0.139686 -2.78635e-08
-3.17478 -3.23023 0.120971 -0.0698428 -2.52482e-08
-3.17478 -3.23023 -0.120971 -0.0698428 -4.98116e-08
-3.17478 -0.785732 0 0.139686 5.74008e-08
-3.17478 -0.785732 0.120971 -0.0698428 -2.18115e-08
-3.17478 -0.785732 0.120971 0.0698428 3.00843e-08
-3.17478 -0.785732 -0.120971 -0.0698428 -4.63756e-08
-3.17478 -0.785732 -0.120971 0.0698428 5.52083e-09
-3.17478 -0.785732 0 -0.139686 -4.67653e-08
-3.17478 -0.436518 0.120971 -0.0698428 -2.73165e-08
-3.17478 -0.436518 0 0.139686 6.59402e-08
-3.17478 -0.436518 0.120971 0.0698428 4.06931e-08
-3.17478 -0.436518 -0.120971 -0.0698428 -5.188e-08
-3.17478 -0.436518 -0.120971 0.0698428 1.61295e-08
-3.17478 -0.436518 0 -0.139686 -5.74008e-08
-3.17478 0.960339 0.120971 -0.0698428 2.70428e-08
-3.17478 0.960339 1.77636e-16 0.139686 -4.29461e-08
-3.17478 0.960339 0.120971 0.0698428 -1.97225e-08
-3.17478 0.960339 -0.120971 -0.0698428 2.47911e-09
-3.17478 0.960339 0 -0.139686 5.18963e-08
-3.17478 0.960339 -0.120971 0.0698428 -4.42862e-08
-2.87235 -3.05562 0.120971 0.0698428 1.33928e-08
-2.87235 -3.05562 -0.120971 0.0698428 2.73163e-08
-2.87235 -3.05562 0 -0.139686 -6.59406e-08
-2.87235 -3.05562 0 0.139686 5.74003e-08
-2.87235 -3.05562 0.120971 -0.0698428 -5.46157e-08
-2.87235 -3.05562 -0.120971 -0.0698428 -4.06924e-08
-2.56992 0.960339 0.120971 -0.0698428 9.07411e-09
-2.56992 0.960339 0 0.139686 -4.2946e-08
-2.56992 0.960339 0.120971 0.0698428 -3.76914e-08
-2.56992 0.960339 -0.120971 -0.0698428 4.09664e-08
-2.56992 0.960339 0 -0.139686 5.18964e-08
-2.56992 0.960339 -0.120971 0.0698428 -5.79891e-09
-2.56992 3.05562 0.120971 0.0698428 -5.34304e-08
-2.56992 3.05562 0 -0.139686 5.74001e-08
-2.56992 3.05562 0.120971 -0.0698428 1.45781e-08
-2.56992 3.05562 -0.120971 0.0698428 -2.15381e-08
-2.56992 3.05562 -0.120971 -0.0698428 4.64704e-08
-2.56992 3.05562 0 0.139686 -6.59406e-08
